OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,INTPTLAT,INTPTLON,NAMELSAD10,UATYP10,joinMatch,BA_Climate,Shape_Length,Shape_Area
496,08,035,014107,08035014107,141.07,Census Tract 141.07,+39.5607632,-104.9727435,"Denver--Aurora, CO Urbanized Area",U,G0800350014107,Cold,0.093451045769078,0.000286340045000
497,08,035,013904,08035013904,139.04,Census Tract 139.04,+39.5301156,-104.7671437,"Denver--Aurora, CO Urbanized Area",U,G0800350013904,Cold,0.108369228561184,0.000558701327500
498,08,035,014503,08035014503,145.03,Census Tract 145.03,+39.3929424,-104.8463144,"Denver--Aurora, CO Urbanized Area",U,G0800350014503,Cold,0.146807821880909,0.000981922022000
499,08,035,014300,08035014300,143,Census Tract 143,+39.2547440,-105.1569731,"Roxborough Park, CO Urban Cluster",C,G0800350014300,Cold,1.431272080726791,0.051516489100499
500,08,035,014001,08035014001,140.01,Census Tract 140.01,+39.5583147,-104.8232831,"Denver--Aurora, CO Urbanized Area",U,G0800350014001,Cold,0.211748670002957,0.001216426712500
501,08,035,013908,08035013908,139.08,Census Tract 139.08,+39.4600889,-104.7299470,"Denver--Aurora, CO Urbanized Area",U,G0800350013908,Cold,0.262383647873435,0.002909823019000
502,08,035,014108,08035014108,141.08,Census Tract 141.08,+39.5504268,-104.9744503,"Denver--Aurora, CO Urbanized Area",U,G0800350014108,Cold,0.099525869619663,0.000326055304000
503,08,035,014122,08035014122,141.22,Census Tract 141.22,+39.4525463,-104.8968713,"Denver--Aurora, CO Urbanized Area",U,G0800350014122,Cold,0.165557474702625,0.001438942228000
504,08,035,013909,08035013909,139.09,Census Tract 139.09,+39.4099744,-104.7269469,"Denver--Aurora, CO Urbanized Area",U,G0800350013909,Cold,0.398467293713750,0.006626421469000
505,08,035,014115,08035014115,141.15,Census Tract 141.15,+39.5436486,-104.8948691,"Denver--Aurora, CO Urbanized Area",U,G0800350014115,Cold,0.066579157275069,0.000270865647500
506,08,041,006400,08041006400,64,Census Tract 64,+38.8006403,-104.7505121,"Colorado Springs, CO Urbanized Area",U,G0800410006400,Cold,0.080060732869803,0.000338123464500
507,08,035,014116,08035014116,141.16,Census Tract 141.16,+39.5496673,-104.8772624,"Denver--Aurora, CO Urbanized Area",U,G0800350014116,Cold,0.095825910821914,0.000416796255500
508,08,035,014123,08035014123,141.23,Census Tract 141.23,+39.4245333,-104.8816939,"Denver--Aurora, CO Urbanized Area",U,G0800350014123,Cold,0.144346466078013,0.000588309611000
509,08,035,013905,08035013905,139.05,Census Tract 139.05,+39.5131486,-104.7565862,"Denver--Aurora, CO Urbanized Area",U,G0800350013905,Cold,0.121043380328154,0.000381047560500
510,08,041,006501,08041006501,65.01,Census Tract 65.01,+38.8008405,-104.7373681,"Colorado Springs, CO Urbanized Area",U,G0800410006501,Cold,0.054289985963202,0.000168091308000
511,08,041,008000,08041008000,80,Census Tract 80,+38.8877731,-104.8412858,"Colorado Springs, CO Urbanized Area",U,G0800410008000,Cold,0.076457744512042,0.000289663930500
512,08,041,003000,08041003000,30,Census Tract 30,+38.8121004,-104.8333104,"Colorado Springs, CO Urbanized Area",U,G0800410003000,Cold,0.096890880266193,0.000341097763500
513,08,041,003701,08041003701,37.01,Census Tract 37.01,+39.0446455,-104.9512396,"Colorado Springs, CO Urbanized Area",U,G0800410003701,Cold,1.107271148169786,0.029073448371001
514,08,041,003708,08041003708,37.08,Census Tract 37.08,+38.9084689,-104.8658103,"Colorado Springs, CO Urbanized Area",U,G0800410003708,Cold,0.102227818583246,0.000328354995000
515,08,041,004008,08041004008,40.08,Census Tract 40.08,+38.7959007,-104.7044599,"Colorado Springs, CO Urbanized Area",U,G0800410004008,Cold,0.266324810038101,0.004162278596499
516,08,041,004901,08041004901,49.01,Census Tract 49.01,+38.9011568,-104.7582738,"Colorado Springs, CO Urbanized Area",U,G0800410004901,Cold,0.075440282278230,0.000177053163500
517,08,041,005900,08041005900,59,Census Tract 59,+38.8582525,-104.7352395,"Colorado Springs, CO Urbanized Area",U,G0800410005900,Cold,0.141504084669501,0.000648827948000
518,08,073,961800,08073961800,9618,Census Tract 9618,+38.9629061,-103.5309720,Rural Area,R,G0800730961800,Cold,4.079684623829013,0.597900777770502
519,08,073,961700,08073961700,9617,Census Tract 9617,+39.3429379,-103.5935292,Rural Area,R,G0800730961700,Cold,1.502850382336369,0.098575949807498
520,08,101,001500,08101001500,15,Census Tract 15,+38.2620110,-104.6318431,"Pueblo, CO Urbanized Area",U,G0801010001500,Cold,0.047671286791516,0.000134687879000
521,08,101,001600,08101001600,16,Census Tract 16,+38.2668315,-104.6531792,"Pueblo, CO Urbanized Area",U,G0801010001600,Cold,0.088045154193695,0.000283119375000
522,08,101,001700,08101001700,17,Census Tract 17,+38.2492699,-104.6537742,"Pueblo, CO Urbanized Area",U,G0801010001700,Cold,0.075870991595574,0.000321131208000
523,08,013,012102,08013012102,121.02,Census Tract 121.02,+40.0299035,-105.2706095,"Boulder, CO Urbanized Area",U,G0800130012102,Cold,0.073644305017798,0.000304088825000
524,08,013,012104,08013012104,121.04,Census Tract 121.04,+40.0507733,-105.2869740,"Boulder, CO Urbanized Area",U,G0800130012104,Cold,0.071465128120334,0.000295260368500
525,08,013,012101,08013012101,121.01,Census Tract 121.01,+40.0296846,-105.2895549,"Boulder, CO Urbanized Area",U,G0800130012101,Cold,0.087128902594514,0.000301780860000
526,08,013,012105,08013012105,121.05,Census Tract 121.05,+40.0502082,-105.2772891,"Boulder, CO Urbanized Area",U,G0800130012105,Cold,0.083603318174358,0.000260852055500
527,08,053,973100,08053973100,9731,Census Tract 9731,+37.8211654,-107.3382613,Rural Area,R,G0800530973100,Very Cold,2.846949650725619,0.297670982923999
528,08,013,012202,08013012202,122.02,Census Tract 122.02,+40.0179390,-105.2646140,"Boulder, CO Urbanized Area",U,G0800130012202,Cold,0.063271825447902,0.000173436986000
529,08,013,012203,08013012203,122.03,Census Tract 122.03,+40.0271350,-105.2390499,"Boulder, CO Urbanized Area",U,G0800130012203,Cold,0.116429623732095,0.000703759656000
530,08,013,012204,08013012204,122.04,Census Tract 122.04,+40.0176123,-105.2791597,"Boulder, CO Urbanized Area",U,G0800130012204,Cold,0.054823558704627,0.000147032206500
531,08,013,012300,08013012300,123,Census Tract 123,+40.0071485,-105.2678794,"Boulder, CO Urbanized Area",U,G0800130012300,Cold,0.060847442463891,0.000150517703000
532,08,013,012501,08013012501,125.01,Census Tract 125.01,+39.9901057,-105.2202002,"Boulder, CO Urbanized Area",U,G0800130012501,Cold,0.078375745859582,0.000362578481500
533,08,013,012505,08013012505,125.05,Census Tract 125.05,+39.9870088,-105.2999647,"Boulder, CO Urbanized Area",U,G0800130012505,Cold,0.218021249453128,0.001591917272000
534,08,013,012507,08013012507,125.07,Census Tract 125.07,+39.9918980,-105.2506204,"Boulder, CO Urbanized Area",U,G0800130012507,Cold,0.068688491289853,0.000172859603500
535,08,101,000500,08101000500,5,Census Tract 5,+38.2953445,-104.6109375,"Pueblo, CO Urbanized Area",U,G0801010000500,Cold,0.084004777108557,0.000373462055000
536,08,101,000100,08101000100,1,Census Tract 1,+38.3050168,-104.6332234,"Pueblo, CO Urbanized Area",U,G0801010000100,Cold,0.082558705256633,0.000354450047500
537,08,101,000300,08101000300,3,Census Tract 3,+38.2864927,-104.6295680,"Pueblo, CO Urbanized Area",U,G0801010000300,Cold,0.061236752827734,0.000126321600500
538,08,101,000400,08101000400,4,Census Tract 4,+38.2920568,-104.6234417,"Pueblo, CO Urbanized Area",U,G0801010000400,Cold,0.069208235738087,0.000171562723500
539,08,103,951100,08103951100,9511,Census Tract 9511,+39.9734231,-107.9122899,Rural Area,R,G0801030951100,Cold,4.395308433670089,0.544185196533500
540,08,103,951200,08103951200,9512,Census Tract 9512,+39.9402205,-108.6653685,Rural Area,R,G0801030951200,Cold,3.096574348210507,0.335907109668502
541,08,109,977600,08109977600,9776,Census Tract 9776,+38.1324118,-106.2972506,Rural Area,R,G0801090977600,Cold,4.606797467511965,0.740544325980001
542,08,109,977700,08109977700,9777,Census Tract 9777,+37.8576198,-106.3582168,Rural Area,R,G0801090977700,Cold,2.182280279580612,0.102604397956498
543,08,031,004602,08031004602,46.02,Census Tract 46.02,+39.6903431,-105.0327113,"Denver--Aurora, CO Urbanized Area",U,G0800310004602,Cold,0.056870443031282,0.000203631084500
544,08,031,004603,08031004603,46.03,Census Tract 46.03,+39.6749283,-105.0318050,"Denver--Aurora, CO Urbanized Area",U,G0800310004603,Cold,0.055911578092200,0.000196069640500
545,08,031,004700,08031004700,47,Census Tract 47,+39.6755785,-105.0485065,"Denver--Aurora, CO Urbanized Area",U,G0800310004700,Cold,0.078472195516600,0.000262452861500
546,08,039,961206,08039961206,9612.06,Census Tract 9612.06,+39.4125613,-104.6348096,Rural Area,R,G0800390961206,Cold,0.316350144753600,0.005673531811500
547,08,039,961207,08039961207,9612.07,Census Tract 9612.07,+39.4108568,-104.5420056,Rural Area,R,G0800390961207,Cold,0.526264585799029,0.014388155739500
548,08,039,961208,08039961208,9612.08,Census Tract 9612.08,+39.3047374,-104.5835294,Rural Area,R,G0800390961208,Cold,0.633583446700140,0.018825761736000
549,08,039,961209,08039961209,9612.09,Census Tract 9612.09,+39.2219883,-104.5372888,Rural Area,R,G0800390961209,Cold,0.914646059892377,0.028842234163500
550,08,047,013800,08047013800,138,Census Tract 138,+39.8611555,-105.5288778,Rural Area,R,G0800470013800,Cold,0.973254581893594,0.040960558754499
551,08,077,000200,08077000200,2,Census Tract 2,+39.0708988,-108.5567299,"Grand Junction, CO Urbanized Area",U,G0800770000200,Cold,0.043313119784548,0.000112181820000
552,08,077,000300,08077000300,3,Census Tract 3,+39.0715582,-108.5670101,"Grand Junction, CO Urbanized Area",U,G0800770000300,Cold,0.057960175850905,0.000150301075500
553,08,077,000400,08077000400,4,Census Tract 4,+39.0850987,-108.5742216,"Grand Junction, CO Urbanized Area",U,G0800770000400,Cold,0.080679939404358,0.000371034117500
554,08,077,000500,08077000500,5,Census Tract 5,+39.0846720,-108.5567300,"Grand Junction, CO Urbanized Area",U,G0800770000500,Cold,0.046916023031995,0.000126039104500
555,08,077,000601,08077000601,6.01,Census Tract 6.01,+39.0882265,-108.5338129,"Grand Junction, CO Urbanized Area",U,G0800770000601,Cold,0.088855850319174,0.000267097498000
556,08,077,000602,08077000602,6.02,Census Tract 6.02,+39.0810030,-108.5337314,"Grand Junction, CO Urbanized Area",U,G0800770000602,Cold,0.088999321931947,0.000270052530000
557,08,077,001002,08077001002,10.02,Census Tract 10.02,+39.1014606,-108.5683448,"Grand Junction, CO Urbanized Area",U,G0800770001002,Cold,0.139557111438591,0.000938768716500
558,08,077,001302,08077001302,13.02,Census Tract 13.02,+39.0368200,-108.5075729,"Grand Junction, CO Urbanized Area",U,G0800770001302,Cold,0.166259624224411,0.000787295878000
559,08,077,001502,08077001502,15.02,Census Tract 15.02,+39.2562747,-108.8043770,"Grand Junction, CO Urbanized Area",U,G0800770001502,Cold,1.918092676612499,0.104652381496500
560,08,123,000600,08123000600,6,Census Tract 6,+40.4430580,-104.7043493,"Greeley, CO Urbanized Area",U,G0801230000600,Cold,0.094881341934988,0.000512686499500
561,08,123,000701,08123000701,7.01,Census Tract 7.01,+40.4257383,-104.6839281,"Greeley, CO Urbanized Area",U,G0801230000701,Cold,0.120477647667721,0.000347609955000
562,08,123,000800,08123000800,8,Census Tract 8,+40.3991364,-104.6900432,"Greeley, CO Urbanized Area",U,G0801230000800,Cold,0.054680409895721,0.000193490589000
563,08,123,000900,08123000900,9,Census Tract 9,+40.3963791,-104.7068242,"Greeley, CO Urbanized Area",U,G0801230000900,Cold,0.060489594216436,0.000158488549500
564,08,077,000700,08077000700,7,Census Tract 7,+39.0730208,-108.5337933,"Grand Junction, CO Urbanized Area",U,G0800770000700,Cold,0.120653191498825,0.000363848189500
565,08,077,001900,08077001900,19,Census Tract 19,+38.8197136,-108.6995804,"Grand Junction, CO Urbanized Area",U,G0800770001900,Cold,3.399458233001581,0.444298887948013
566,08,001,008535,08001008535,85.35,Census Tract 85.35,+39.8938043,-104.8801138,"Denver--Aurora, CO Urbanized Area",U,G0800010008535,Cold,0.211168474573469,0.001693128612499
567,08,001,008540,08001008540,85.40,Census Tract 85.40,+39.9394959,-104.8910262,"Denver--Aurora, CO Urbanized Area",U,G0800010008540,Cold,0.226220981307787,0.001443965269500
568,08,001,008541,08001008541,85.41,Census Tract 85.41,+39.9777625,-104.8802348,"Denver--Aurora, CO Urbanized Area",U,G0800010008541,Cold,0.320273997953791,0.003911905946500
569,08,001,008551,08001008551,85.51,Census Tract 85.51,+39.9058627,-104.8996895,"Denver--Aurora, CO Urbanized Area",U,G0800010008551,Cold,0.191360290111086,0.000947775734500
570,08,123,001201,08123001201,12.01,Census Tract 12.01,+40.4187560,-104.7254270,"Greeley, CO Urbanized Area",U,G0801230001201,Cold,0.056017931432560,0.000159578731000
571,08,001,060000,08001060000,600,Census Tract 600,+39.9663863,-104.9734905,"Denver--Aurora, CO Urbanized Area",U,G0800010060000,Cold,0.298312499535730,0.002196231687000
572,08,001,007801,08001007801,78.01,Census Tract 78.01,+39.7419967,-104.8752239,"Denver--Aurora, CO Urbanized Area",U,G0800010007801,Cold,0.044933145093477,0.000067411508000
573,08,001,008539,08001008539,85.39,Census Tract 85.39,+39.8746752,-104.8206625,"Denver--Aurora, CO Urbanized Area",U,G0800010008539,Cold,0.206414069496652,0.001316475624500
574,08,001,009326,08001009326,93.26,Census Tract 93.26,+39.8927018,-105.0209132,"Denver--Aurora, CO Urbanized Area",U,G0800010009326,Cold,0.047731677772987,0.000136298850500
575,08,123,001202,08123001202,12.02,Census Tract 12.02,+40.4112297,-104.7242951,"Greeley, CO Urbanized Area",U,G0801230001202,Cold,0.054033758766551,0.000156744036500
576,08,123,001300,08123001300,13,Census Tract 13,+40.4347086,-104.7269862,"Greeley, CO Urbanized Area",U,G0801230001300,Cold,0.097419789618656,0.000508863462500
577,08,123,001404,08123001404,14.04,Census Tract 14.04,+40.3678071,-104.7739163,"Greeley, CO Urbanized Area",U,G0801230001404,Cold,0.225345171566033,0.001901068257500
578,08,123,001902,08123001902,19.02,Census Tract 19.02,+40.0985045,-104.6971840,"Denver--Aurora, CO Urbanized Area",U,G0801230001902,Cold,0.547257348304129,0.016311875366502
579,08,123,000100,08123000100,1,Census Tract 1,+40.4222993,-104.6919322,"Greeley, CO Urbanized Area",U,G0801230000100,Cold,0.056609670637609,0.000158270420500
580,08,031,980100,08031980100,9801,Census Tract 9801,+39.7866196,-104.8565954,"Denver--Aurora, CO Urbanized Area",U,G0800310980100,Cold,0.085001270472767,0.000452942655000
581,08,087,000100,08087000100,1,Census Tract 1,+40.4103163,-103.8140035,Rural Area,R,G0800870000100,Cold,1.849043537784553,0.142272074673502
582,08,087,000700,08087000700,7,Census Tract 7,+40.2494587,-103.6278825,"Brush, CO Urban Cluster",C,G0800870000700,Cold,0.235368850063160,0.002915115265001
583,08,087,000200,08087000200,2,Census Tract 2,+40.1694906,-104.0293307,Rural Area,R,G0800870000200,Cold,1.364537136608030,0.080918213742501
584,08,087,000600,08087000600,6,Census Tract 6,+40.1653090,-103.8707355,"Fort Morgan, CO Urban Cluster",C,G0800870000600,Cold,1.208913473175380,0.030998697190999
585,08,087,000400,08087000400,4,Census Tract 4,+40.2579186,-103.7963329,"Fort Morgan, CO Urban Cluster",C,G0800870000400,Cold,0.108917403952364,0.000349312632000
586,08,087,000500,08087000500,5,Census Tract 5,+40.2503688,-103.8038979,"Fort Morgan, CO Urban Cluster",C,G0800870000500,Cold,0.118316356786621,0.000376218143500
587,08,087,000800,08087000800,8,Census Tract 8,+40.1541924,-103.6512305,"Brush, CO Urban Cluster",C,G0800870000800,Cold,1.694312008086643,0.092417477174499
588,08,087,000300,08087000300,3,Census Tract 3,+40.2757054,-103.8845326,"Fort Morgan, CO Urban Cluster",C,G0800870000300,Cold,0.366265816824226,0.004531196198500
589,08,085,966300,08085966300,9663,Census Tract 9663,+38.4915715,-107.8807736,"Montrose, CO Urban Cluster",C,G0800850966300,Cold,0.253523260359259,0.001179318725000
590,08,085,966100,08085966100,9661,Census Tract 9661,+38.2906092,-108.6270409,Rural Area,R,G0800850966100,Cold,2.857792904696220,0.296180321388992
591,08,085,966400,08085966400,9664,Census Tract 9664,+38.4692688,-107.8594341,"Montrose, CO Urban Cluster",C,G0800850966400,Cold,0.177376940453271,0.000798272039500
592,08,069,000201,08069000201,2.01,Census Tract 2.01,+40.5821488,-105.0896763,"Fort Collins, CO Urbanized Area",U,G0800690000201,Cold,0.048006758409604,0.000104649072000
593,08,099,000200,08099000200,2,Census Tract 2,+38.0968970,-102.6190158,"Lamar, CO Urban Cluster",C,G0800990000200,Cold,0.142811092395371,0.000629517678000
594,08,099,000300,08099000300,3,Census Tract 3,+38.0742482,-102.6182771,"Lamar, CO Urban Cluster",C,G0800990000300,Cold,0.124854817329090,0.000592201549000
595,08,105,976700,08105976700,9767,Census Tract 9767,+37.5851513,-106.1547072,"Monte Vista, CO Urban Cluster",C,G0801050976700,Very Cold,0.347518954677359,0.004545168133500
596,08,071,000200,08071000200,2,Census Tract 2,+37.1755511,-104.5230283,"Trinidad, CO Urban Cluster",C,G0800710000200,Mixed-Dry,0.105334366497171,0.000414832061000
597,08,071,000500,08071000500,5,Census Tract 5,+37.1267215,-104.4307432,"Trinidad, CO Urban Cluster",C,G0800710000500,Mixed-Dry,0.457184457725885,0.007385375100000
598,08,071,000300,08071000300,3,Census Tract 3,+37.1079319,-104.9553711,"Trinidad, CO Urban Cluster",C,G0800710000300,Mixed-Dry,1.947681296983534,0.166331774548498
599,08,071,000400,08071000400,4,Census Tract 4,+37.0735133,-104.4810708,"Trinidad, CO Urban Cluster",C,G0800710000400,Mixed-Dry,0.491492548294337,0.010222562296500
600,08,071,000100,08071000100,1,Census Tract 1,+37.3139872,-104.7239281,"Trinidad, CO Urban Cluster",C,G0800710000100,Mixed-Dry,1.582802302788264,0.081405879468501
601,08,069,000503,08069000503,5.03,Census Tract 5.03,+40.5782060,-105.1055271,"Fort Collins, CO Urbanized Area",U,G0800690000503,Cold,0.053075908664088,0.000137462985500
602,08,069,001308,08069001308,13.08,Census Tract 13.08,+40.6355450,-105.0468289,"Fort Collins, CO Urbanized Area",U,G0800690001308,Cold,0.274963854500217,0.003319965344001
603,08,069,001709,08069001709,17.09,Census Tract 17.09,+40.4115521,-105.0034464,"Fort Collins, CO Urbanized Area",U,G0800690001709,Cold,0.655349298183412,0.014040587262000
604,08,069,002010,08069002010,20.10,Census Tract 20.10,+40.3627219,-105.1766077,"Fort Collins, CO Urbanized Area",U,G0800690002010,Cold,0.227310747157220,0.002800919357000
605,08,069,002402,08069002402,24.02,Census Tract 24.02,+40.7285847,-105.6904654,Rural Area,R,G0800690002402,Cold,3.628266054884721,0.260529065774501
606,08,069,002502,08069002502,25.02,Census Tract 25.02,+40.7103073,-105.0033813,"Wellington, CO Urban Cluster",C,G0800690002502,Cold,0.521388004265661,0.014233513789000
607,08,069,001808,08069001808,18.08,Census Tract 18.08,+40.4315860,-105.2017124,"Fort Collins, CO Urbanized Area",U,G0800690001808,Cold,0.419884078427887,0.004870925142000
608,08,069,002801,08069002801,28.01,Census Tract 28.01,+40.3876853,-105.5093504,"Estes Park, CO Urban Cluster",C,G0800690002801,Cold,0.527729260508404,0.003072727417000
609,08,069,002503,08069002503,25.03,Census Tract 25.03,+40.8777039,-105.1314032,"Wellington, CO Urban Cluster",C,G0800690002503,Cold,1.580249836680820,0.089495292656500
610,08,069,002802,08069002802,28.02,Census Tract 28.02,+40.2903521,-105.5014081,"Estes Park, CO Urban Cluster",C,G0800690002802,Cold,0.694336072565280,0.011431700208000
611,08,014,030700,08014030700,307,Census Tract 307,+39.9260880,-105.0260670,"Denver--Aurora, CO Urbanized Area",U,G0800140030700,Cold,0.056623831414835,0.000143047541000
612,08,014,030400,08014030400,304,Census Tract 304,+39.9360047,-105.0693068,"Denver--Aurora, CO Urbanized Area",U,G0800140030400,Cold,0.064500108789185,0.000258304182000
613,08,031,003202,08031003202,32.02,Census Tract 32.02,+39.7345677,-104.9623127,"Denver--Aurora, CO Urbanized Area",U,G0800310003202,Cold,0.033445956042206,0.000053372989000
614,08,031,003203,08031003203,32.03,Census Tract 32.03,+39.7222971,-104.9659994,"Denver--Aurora, CO Urbanized Area",U,G0800310003203,Cold,0.053260546286417,0.000176810344000
615,08,031,003300,08031003300,33,Census Tract 33,+39.7291072,-104.9507867,"Denver--Aurora, CO Urbanized Area",U,G0800310003300,Cold,0.055028038791175,0.000135389451000
616,08,031,003401,08031003401,34.01,Census Tract 34.01,+39.7118123,-104.9668409,"Denver--Aurora, CO Urbanized Area",U,G0800310003401,Cold,0.048434978233109,0.000118481210000
617,08,027,970100,08027970100,9701,Census Tract 9701,+38.1019939,-105.3735148,Rural Area,R,G0800270970100,Cold,2.364502066691795,0.196859175678497
618,08,014,030100,08014030100,301,Census Tract 301,+39.9263159,-105.0822175,"Denver--Aurora, CO Urbanized Area",U,G0800140030100,Cold,0.050828167574961,0.000113434299500
619,08,014,030000,08014030000,300,Census Tract 300,+39.9186918,-105.0810169,"Denver--Aurora, CO Urbanized Area",U,G0800140030000,Cold,0.057037316705495,0.000170220221500
620,08,014,030300,08014030300,303,Census Tract 303,+39.9219477,-105.0596936,"Denver--Aurora, CO Urbanized Area",U,G0800140030300,Cold,0.070898781889403,0.000288456405000
621,08,014,980200,08014980200,9802,Census Tract 9802,+39.9598684,-105.0849176,"Denver--Aurora, CO Urbanized Area",U,G0800140980200,Cold,0.095540520132210,0.000041759485000
622,08,083,941100,08083941100,9411,Census Tract 9411,+37.1461289,-108.6129503,Rural Area,R,G0800830941100,Cold,2.754832873412010,0.182508016257500
623,08,005,007702,08005007702,77.02,Census Tract 77.02,+39.7183115,-104.8364527,"Denver--Aurora, CO Urbanized Area",U,G0800050007702,Cold,0.071088749962741,0.000291871476000
624,08,005,007704,08005007704,77.04,Census Tract 77.04,+39.7149582,-104.8525696,"Denver--Aurora, CO Urbanized Area",U,G0800050007704,Cold,0.045106178196170,0.000089918332500
625,08,023,972600,08023972600,9726,Census Tract 9726,+37.4204815,-105.3948681,Rural Area,R,G0800230972600,Cold,2.025083139379849,0.158668932458500
626,08,031,004601,08031004601,46.01,Census Tract 46.01,+39.6894807,-105.0461034,"Denver--Aurora, CO Urbanized Area",U,G0800310004601,Cold,0.058401844348068,0.000206126471500
627,08,031,003402,08031003402,34.02,Census Tract 34.02,+39.6974964,-104.9657821,"Denver--Aurora, CO Urbanized Area",U,G0800310003402,Cold,0.069562304636388,0.000292976087000
628,08,031,003602,08031003602,36.02,Census Tract 36.02,+39.7674098,-104.9500860,"Denver--Aurora, CO Urbanized Area",U,G0800310003602,Cold,0.060085355425941,0.000211087152000
629,08,101,002300,08101002300,23,Census Tract 23,+38.2286684,-104.6338835,"Pueblo, CO Urbanized Area",U,G0801010002300,Cold,0.085760274128183,0.000364972868500
630,08,101,002500,08101002500,25,Census Tract 25,+38.2457849,-104.6290035,"Pueblo, CO Urbanized Area",U,G0801010002500,Cold,0.044151810767093,0.000120526196500
631,08,101,002600,08101002600,26,Census Tract 26,+38.2383081,-104.6414277,"Pueblo, CO Urbanized Area",U,G0801010002600,Cold,0.099670669369067,0.000241355826500
632,08,101,002700,08101002700,27,Census Tract 27,+38.2308329,-104.6525321,"Pueblo, CO Urbanized Area",U,G0801010002700,Cold,0.078251397153257,0.000290316909000
633,08,101,002801,08101002801,28.01,Census Tract 28.01,+38.2226969,-104.6592836,"Pueblo, CO Urbanized Area",U,G0801010002801,Cold,0.082053809506556,0.000223332192000
634,08,013,013302,08013013302,133.02,Census Tract 133.02,+40.1658533,-105.1153802,"Longmont, CO Urbanized Area",U,G0800130013302,Cold,0.087568937234843,0.000404680082000
635,08,013,013305,08013013305,133.05,Census Tract 133.05,+40.1958831,-105.1238217,"Longmont, CO Urbanized Area",U,G0800130013305,Cold,0.057781041254638,0.000207903619000
636,08,013,013307,08013013307,133.07,Census Tract 133.07,+40.1804046,-105.1249380,"Longmont, CO Urbanized Area",U,G0800130013307,Cold,0.057629703531613,0.000207901179500
637,08,013,013308,08013013308,133.08,Census Tract 133.08,+40.1813023,-105.1094915,"Longmont, CO Urbanized Area",U,G0800130013308,Cold,0.057682102284776,0.000207676731000
638,08,013,013401,08013013401,134.01,Census Tract 134.01,+40.1628015,-105.0908971,"Longmont, CO Urbanized Area",U,G0800130013401,Cold,0.094832863330086,0.000349891736500
639,08,013,013208,08013013208,132.08,Census Tract 132.08,+40.1819596,-105.1433975,"Longmont, CO Urbanized Area",U,G0800130013208,Cold,0.076500342234007,0.000345007397000
640,08,013,013210,08013013210,132.10,Census Tract 132.10,+40.1485950,-105.1180846,"Longmont, CO Urbanized Area",U,G0800130013210,Cold,0.107752753916190,0.000614541148500
641,08,013,013211,08013013211,132.11,Census Tract 132.11,+40.1098622,-105.0886721,"Longmont, CO Urbanized Area",U,G0800130013211,Cold,0.322168766276312,0.005787205268500
642,08,017,960600,08017960600,9606,Census Tract 9606,+38.8356456,-102.6017914,Rural Area,R,G0800170960600,Cold,3.111270047318733,0.478627643681498
643,08,101,001400,08101001400,14,Census Tract 14,+38.2631617,-104.6221878,"Pueblo, CO Urbanized Area",U,G0801010001400,Cold,0.066796224859491,0.000114287102500
644,08,101,002808,08101002808,28.08,Census Tract 28.08,+38.2131107,-104.6746329,"Pueblo, CO Urbanized Area",U,G0801010002808,Cold,0.112758925514005,0.000668093688500
645,08,101,003004,08101003004,30.04,Census Tract 30.04,+38.3181188,-104.5780436,"Pueblo, CO Urbanized Area",U,G0801010003004,Cold,0.195567706484933,0.001129043434500
646,08,101,003104,08101003104,31.04,Census Tract 31.04,+38.2410845,-104.5487987,"Pueblo, CO Urbanized Area",U,G0801010003104,Cold,0.119043115840762,0.000733783371000
647,08,101,002400,08101002400,24,Census Tract 24,+38.2377686,-104.6310602,"Pueblo, CO Urbanized Area",U,G0801010002400,Cold,0.043099181192672,0.000087535577000
648,08,101,002807,08101002807,28.07,Census Tract 28.07,+38.2363015,-104.6735295,"Pueblo, CO Urbanized Area",U,G0801010002807,Cold,0.109956493219033,0.000336840291500
649,08,013,013402,08013013402,134.02,Census Tract 134.02,+40.1646936,-105.0697153,"Longmont, CO Urbanized Area",U,G0800130013402,Cold,0.108337382025223,0.000599436053500
650,08,029,964600,08029964600,9646,Census Tract 9646,+38.9800317,-107.6060539,Rural Area,R,G0800290964600,Cold,1.457800023872334,0.069308092327999
651,08,029,964700,08029964700,9647,Census Tract 9647,+38.9087028,-108.0173474,"Cedaredge, CO Urban Cluster",C,G0800290964700,Cold,1.306958808907904,0.035765054292500
652,08,029,965200,08029965200,9652,Census Tract 9652,+38.9757405,-107.8990733,"Cedaredge, CO Urban Cluster",C,G0800290965200,Cold,1.073966730522890,0.029997253948999
653,08,029,964900,08029964900,9649,Census Tract 9649,+38.7189385,-107.9464464,"Delta, CO Urban Cluster",C,G0800290964900,Cold,0.742776078697987,0.019973155522000
654,08,029,965000,08029965000,9650,Census Tract 9650,+38.8182325,-107.7182757,Rural Area,R,G0800290965000,Cold,1.920999254713794,0.085831028942501
655,08,029,965100,08029965100,9651,Census Tract 9651,+38.7010974,-108.0692227,"Delta, CO Urban Cluster",C,G0800290965100,Cold,0.439574206305840,0.004967994490001
656,08,029,964800,08029964800,9648,Census Tract 9648,+38.8111110,-108.2201556,"Delta, CO Urban Cluster",C,G0800290964800,Cold,1.311484514855613,0.062903603919500
